발생년,발생년월일시분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2015,2015-12-07 7:06,주간,월,1,1,0,0,0,전남,강진군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,경형,보행자,보행자,933602,1627815,126.7755083,34.64243271
2015,2015-12-07 7:50,주간,월,1,1,0,0,0,전남,완도군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,농기계,농기계,914687,1578683,126.5740385,34.19800319
2015,2015-12-07 7:21,주간,월,1,1,0,0,0,전남,진도군,차대차,정면충돌,정면충돌,운전자법규위반,안전거리 미확보,단일로,지하차도(도로)내,화물차,소형,농기계,농기계,888998,1614750,126.2906029,34.52077615
2015,2015-12-07 8:45,주간,월,1,1,0,0,0,충남,당진시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,화물차,소형,보행자,보행자,931417,1881936,126.7298758,36.93330799
2015,2015-12-07 8:00,주간,월,1,1,0,0,0,전남,순천시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,대형,없음,없음,998870,1679101,127.4876005,35.1070621
2015,2015-12-07 8:20,주간,월,1,1,0,0,0,전남,완도군,차대차,측면충돌,측면충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,승용차,중형,농기계,농기계,913634,1576320,126.5628466,34.17660821
2015,2015-12-07 9:10,주간,월,1,1,0,0,0,경북,경주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,불명,불명,보행자,보행자,1161607,1750250,129.2870452,35.73532532
2015,2015-12-07 10:10,주간,월,1,4,2,1,0,전남,여수시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,승용차,경형,1020919,1647088,127.7287401,34.8181706
2015,2015-12-07 11:45,주간,월,1,1,0,0,0,충북,충주시,차대차,기타,기타,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,건설기계,건설기계,원동기장치자전거,원동기장치자전거,1024960,1886814,127.7804491,36.9794462
2015,2015-12-07 13:20,주간,월,1,4,2,1,0,전남,장흥군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,화물차,소형,화물차,소형,945428,1636737,126.9039628,34.72358445
2015,2015-12-07 17:51,주간,월,1,1,0,0,0,인천,연수구,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,단일로,교량위,화물차,소형,건설기계,건설기계,927806.2,1932256.5,126.6844755,37.38659075
2015,2015-12-07 18:46,야간,월,1,1,0,0,0,경기,파주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,대형,보행자,보행자,945537,1993817,126.8801591,37.94264033
2015,2015-12-07 18:28,야간,월,1,1,0,0,0,경기,고양시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,942179,1961650,126.8445109,37.65252394
2015,2015-12-07 19:40,야간,월,1,1,0,0,0,충남,홍성군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,915622,1838497,126.5573324,36.54048386
2015,2015-12-07 23:17,야간,월,1,1,0,0,0,서울,금천구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,승용차,중형,보행자,보행자,948029,1939149,126.9124205,37.45006978
2015,2015-12-08 6:55,주간,화,1,1,0,0,0,전북,전주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,승용차,대형,보행자,보행자,967632,1760814,127.1415732,35.84331239
2015,2015-12-08 7:45,주간,화,1,1,0,0,0,경기,오산시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,중형,보행자,보행자,961683,1904884,127.0685543,37.14188129
2015,2015-12-08 9:06,주간,화,1,1,0,0,0,서울,마포구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,승합차,경형,보행자,보행자,951871,1951019,126.9550789,37.55726506
2015,2015-12-08 15:15,주간,화,1,5,3,1,0,부산,강서구,차대차,기타,기타,운전자법규위반,안전거리 미확보,단일로,기타단일로,화물차,대형,승용차,소형,1131912,1680144.8,128.9474337,35.10783293
2015,2015-12-08 15:05,주간,화,1,1,0,0,0,충남,금산군,차대차,추돌,진행중 추돌,운전자법규위반,앞지르기 금지위반,교차로,교차로내,이륜차,소형,화물차,소형,1004555,1790703,127.5506119,36.11331475
2015,2015-12-08 16:30,주간,화,1,1,0,0,0,전남,고흥군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,980624,1611055,127.2889571,34.49325947
2015,2015-12-08 18:10,야간,화,1,1,0,0,0,전북,전주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,967995,1759134,127.1456602,35.8281774
2015,2015-12-08 19:20,야간,화,1,1,0,0,0,충북,청주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,999466,1847368,127.4940277,36.62418222
2015,2015-12-08 21:05,야간,화,1,1,0,0,0,경기,시흥시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,자전거,자전거,939222,1936943,126.8130372,37.4296499
2015,2015-12-08 21:40,야간,화,2,5,2,1,0,충남,보령시,차대차,정면충돌,정면충돌,운전자법규위반,과속,교차로,교차로내,승용차,대형,특수차,대형,919719,1818046,126.6052184,36.35648824
2015,2015-12-09 0:27,야간,수,1,1,0,0,0,광주,북구,차대차,정면충돌,정면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,중형,원동기장치자전거,원동기장치자전거,944979,1686353,126.8957856,35.17094882
2015,2015-12-09 6:35,주간,수,1,1,0,0,0,서울,강북구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,959479,1957546,127.0408534,37.61646062
2015,2015-12-09 6:45,주간,수,1,1,0,0,0,서울,은평구,차대사람,횡단중,횡단중,운전자법규위반,신호위반,단일로,횡단보도부근,승용차,소형,보행자,보행자,948723,1957606,126.9189772,37.61646427
2015,2015-12-09 6:45,주간,수,1,1,0,0,0,인천,남구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,보행자,보행자,927358.4,1940256.2,126.6786302,37.45865591
2015,2015-12-09 8:53,주간,수,1,1,0,0,0,경기,광주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,대형,없음,없음,980708,1942285,127.2817997,37.47959596
2015,2015-12-09 10:30,주간,수,1,1,0,0,0,경남,합천군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,기타/불명,기타/불명,농기계,농기계,없음,없음,1057012,1713505,128.1279656,35.41565279
2015,2015-12-09 11:35,주간,수,1,1,0,0,0,충북,음성군,차대차,정면충돌,정면충돌,운전자법규위반,과속,단일로,기타단일로,화물차,소형,이륜차,소형,1014069.1,1875869.7,127.6578766,36.88101479
2015,2015-12-09 15:00,주간,수,1,1,0,0,0,경기,고양시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,대형,보행자,보행자,941135,1962081,126.8326415,37.65634211
2015,2015-12-09 17:54,주간,수,1,1,0,0,0,경기,광주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,대형,보행자,보행자,986818,1927268,127.351174,37.34434358
2015,2015-12-09 17:58,주간,수,1,1,0,0,0,대전,동구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,993007,1816226,127.4220708,36.34340518
2015,2015-12-09 18:10,야간,수,1,1,0,0,0,충남,논산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,경형,보행자,보행자,956039,1794574,127.011328,36.14722841
2015,2015-12-09 18:59,야간,수,1,1,0,0,0,전북,김제시,차대차,정면충돌,정면충돌,운전자법규위반,신호위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,화물차,소형,946603,1756327,126.9090177,35.80193868
2015,2015-12-09 19:44,야간,수,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,기타/불명,기타/불명,승합차,대형,보행자,보행자,948589,1946292,126.9182525,37.51448257
2015,2015-12-09 19:10,야간,수,1,1,0,0,0,경북,김천시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,승용차,중형,1055761,1794372,128.1198207,36.14480031
2015,2015-12-09 21:00,야간,수,1,2,0,1,0,충북,청주시,차대차,추돌,진행중 추돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,화물차,소형,화물차,대형,993344,1854767,127.4254939,36.69086067
2015,2015-12-09 22:19,야간,수,1,3,2,0,0,충남,논산시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,경형,승용차,경형,963858.9,1791006.7,127.098416,36.11539047
2015,2015-12-10 2:40,야간,목,1,2,1,0,0,광주,광산구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,없음,없음,935052,1685256,126.7868653,35.16046495
2015,2015-12-10 6:20,주간,목,1,1,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,977128,1961896,127.2406968,37.65627741
2015,2015-12-10 7:50,주간,목,1,3,0,2,0,경기,화성시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,소형,화물차,소형,950117,1897499,126.9388186,37.0747686
2015,2015-12-10 7:12,주간,목,1,1,0,0,0,충남,예산군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승합차,소형,보행자,보행자,941817,1859203,126.8483911,36.72909024
2015,2015-12-10 8:08,주간,목,1,1,0,0,0,경북,문경시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,자전거,자전거,1062321,1844039,128.1967156,36.59213503
2015,2015-12-10 10:20,주간,목,1,1,0,0,0,경기,연천군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,대형,보행자,보행자,962071,2003077,127.0678366,38.02693841
2015,2015-12-10 18:30,야간,목,1,1,0,0,0,충남,논산시,차대사람,횡단중,횡단중,운전자법규위반,과속,교차로,교차로내,승용차,중형,보행자,보행자,964345,1794443,127.1036615,36.14638852
2015,2015-12-10 20:17,야간,목,1,1,0,0,0,부산,사상구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1134584,1683980,128.9773685,35.14205081
2015,2015-12-10 22:56,야간,목,1,3,2,0,0,대구,북구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,승용차,대형,보행자,보행자,1099863,1765813,128.6063755,35.88382286
2015,2015-12-11 0:29,야간,금,1,1,0,0,0,서울,중구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,954275,1951805,126.9822471,37.56447191
2015,2015-12-11 2:50,야간,금,1,1,0,0,0,경북,경주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1159900,1778080,129.273758,35.98640351
2015,2015-12-11 7:55,주간,금,1,1,0,0,0,경기,광주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,소형,보행자,보행자,977641,1935770,127.2473086,37.42080284
2015,2015-12-11 7:00,주간,금,1,1,0,0,0,전남,함평군,차대차,추돌,진행중 추돌,운전자법규위반,과속,단일로,기타단일로,화물차,중형,원동기장치자전거,원동기장치자전거,920562,1690272,126.6272954,35.20464889
2015,2015-12-11 7:00,주간,금,1,1,0,0,0,경북,안동시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1112563,1840428,128.7577713,36.55498347
2015,2015-12-11 8:50,주간,금,1,1,0,0,0,광주,동구,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,이륜차,중형,947090,1684844,126.9190632,35.15745598
2015,2015-12-11 13:30,주간,금,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,기타/불명,기타/불명,화물차,소형,보행자,보행자,889217,1495862,126.3080503,33.4487915
2015,2015-12-11 16:57,주간,금,1,1,0,0,0,부산,수영구,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,보행자,보행자,1146349,1687402,129.1070797,35.17125242
2015,2015-12-11 18:20,야간,금,1,1,0,0,0,전남,무안군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,890012,1680131,126.2930819,35.11034202
2015,2015-12-11 19:09,야간,금,1,1,0,0,0,전북,완주군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,승합차,소형,976226,1762071,127.2367003,35.85489176
2015,2015-12-11 20:51,야간,금,1,2,0,1,0,전북,장수군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,경형,보행자,보행자,999933,1731569,127.4992605,35.58016296
2015,2015-12-11 22:09,야간,금,1,1,0,0,0,경북,구미시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,경형,보행자,보행자,1073350,1802480,128.3160763,36.21672059
2015,2015-12-12 0:27,야간,토,4,7,3,0,0,경기,고양시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,승용차,중형,941886,1956652,126.841587,37.60745911
2015,2015-12-12 0:13,야간,토,1,1,0,0,0,제주,제주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,885137,1491751,126.2646864,33.41129023
2015,2015-12-12 6:55,주간,토,1,1,0,0,0,울산,울주군,차대사람,보도통행중,보도통행중,운전자법규위반,신호위반,단일로,횡단보도상,승합차,소형,보행자,보행자,1158790,1730658,129.2520476,35.55921615
2015,2015-12-12 7:05,주간,토,1,1,0,0,0,서울,동대문구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,기타/불명,기타/불명,승합차,대형,보행자,보행자,959150,1953292,127.037363,37.57810381
2015,2015-12-12 8:40,주간,토,1,1,0,0,0,서울,강동구,차대차,측면충돌,측면충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,이륜차,소형,승용차,중형,969511,1950698,127.1548097,37.55512459
2015,2015-12-12 9:15,주간,토,1,1,0,0,0,경남,진주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1050807,1686308,128.0579376,35.17076504
2015,2015-12-12 11:20,주간,토,1,1,0,0,0,전남,광양시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,소형,보행자,보행자,1007608,1664473,127.5833486,34.97512789
2015,2015-12-12 12:15,주간,토,1,1,0,0,0,충남,천안시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,경형,자전거,자전거,975256,1879613,127.2222136,36.91453918
2015,2015-12-12 17:04,주간,토,1,34,13,16,4,경기,성남시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,승합차,경형,964414.2,1934238.8,127.0979017,37.40658724
2015,2015-12-12 17:30,주간,토,1,1,0,0,0,강원,평창군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,1083792,1941964,128.4476286,37.47310394
2015,2015-12-12 17:39,주간,토,1,1,0,0,0,경북,문경시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,승용차,경형,보행자,보행자,1059702,1846925,128.1676626,36.61831818
2015,2015-12-12 18:10,야간,토,1,1,0,0,0,서울,서대문구,차대차,기타,기타,운전자법규위반,중앙선 침범,단일로,기타단일로,이륜차,중형,원동기장치자전거,원동기장치자전거,951256,1955075,126.9478462,37.59378998
2015,2015-12-12 18:38,야간,토,1,1,0,0,0,경기,안성시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,보행자,보행자,986818,1892629,127.3517855,37.03210373
2015,2015-12-12 18:22,야간,토,1,1,0,0,0,경북,군위군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1112124,1797028,128.746612,36.16386001
2015,2015-12-12 19:50,야간,토,1,1,0,0,0,인천,연수구,차대사람,횡단중,횡단중,운전자법규위반,신호위반,단일로,횡단보도상,승합차,대형,보행자,보행자,926534,1936613,126.6696724,37.4257553
2015,2015-12-12 20:25,야간,토,1,1,0,0,0,경남,밀양시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1130502,1726880,128.939414,35.52929369
2015,2015-12-13 1:00,야간,일,1,5,1,3,0,경기,동두천시,차대차,측면충돌,측면충돌,운전자법규위반,과속,교차로,교차로내,승용차,중형,승용차,중형,960714,1989274,127.0531299,37.90247856
2015,2015-12-13 3:47,야간,일,1,1,0,0,0,경북,경산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1119068,1764819,128.8189513,35.87271519
2015,2015-12-13 4:30,야간,일,1,1,0,0,0,경남,남해군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1047404,1656015,128.0188396,34.89777885
2015,2015-12-13 5:30,야간,일,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,과속,교차로,교차로내,화물차,소형,보행자,보행자,937473,1505440,126.8265403,33.53907989
2015,2015-12-13 6:27,주간,일,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,대형,보행자,보행자,883764,1471207,126.2525654,33.22588133
2015,2015-12-13 8:20,주간,일,1,1,0,0,0,서울,용산구,차대차,기타,기타,운전자법규위반,안전거리 미확보,단일로,교량위,승용차,중형,이륜차,소형,952128,1946529,126.9582814,37.51680915
2015,2015-12-13 8:35,주간,일,1,1,0,0,0,경기,남양주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,터널안,승합차,경형,보행자,보행자,965287,1963470,127.1063811,37.67009273
2015,2015-12-13 15:50,주간,일,1,1,0,0,0,경기,김포시,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,대형,원동기장치자전거,원동기장치자전거,923285,1958143,126.6307068,37.61953285
2015,2015-12-13 19:00,야간,일,1,1,0,0,0,경기,파주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,937364,1975503,126.7887367,37.77706016
2015,2015-12-13 19:49,야간,일,1,1,0,0,0,충북,보은군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1026840.3,1828427,127.7995254,36.45305099
2015,2015-12-13 20:20,야간,일,1,6,0,4,1,강원,평창군,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,승용차,중형,1092545.8,1961396.8,128.5490664,37.6473982
2015,2015-12-13 20:44,야간,일,1,3,1,1,0,인천,부평구,차대차,추돌,진행중 추돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,중형,이륜차,소형,929600,1945786,126.7034451,37.50866844
2015,2015-12-14 1:50,야간,월,1,1,0,0,0,서울,강남구,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,이륜차,소형,승용차,중형,961387,1945598,127.0631018,37.50885176
2015,2015-12-14 7:14,주간,월,1,2,0,1,0,전북,전주시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,경형,968267,1757508,127.1487362,35.81352616
2015,2015-12-14 15:30,주간,월,1,2,0,1,0,강원,평창군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,경형,건설기계,건설기계,1081615,1938177,128.4225918,37.43916825
2015,2015-12-14 18:45,야간,월,1,1,0,0,0,대구,서구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1095380,1765823,128.5567176,35.8843602
2015,2015-12-14 22:15,야간,월,1,1,0,0,0,경북,영주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,1099823,1868578,128.6191115,36.81012145
2015,2015-12-14 23:35,야간,월,1,2,0,1,0,경기,부천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도부근,승합차,대형,보행자,보행자,937745,1942790,126.7958501,37.48225102
2015,2015-12-15 0:45,야간,화,1,1,0,0,0,경기,화성시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,소형,없음,없음,959100,1911612,127.0391025,37.20241722
2015,2015-12-15 0:35,야간,화,1,1,0,0,0,전남,영암군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,대형,없음,없음,907427,1639050,126.488706,34.74170206
2015,2015-12-15 4:10,야간,화,1,1,0,0,0,서울,서초구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,건설기계,건설기계,954339,1941402,126.9836183,37.47071002
2015,2015-12-15 10:40,주간,화,1,2,1,0,0,제주,서귀포시,차대차,기타,기타,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,경형,화물차,소형,893271,1482353,126.3532616,33.32737894
2015,2015-12-15 11:52,주간,화,1,1,0,0,0,인천,중구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,922254,1939249,126.6210262,37.44916312
2015,2015-12-15 12:17,주간,화,1,2,0,1,0,경기,화성시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,화물차,중형,938012,1899232,126.8025031,37.08966677
2015,2015-12-15 13:25,주간,화,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로부근,승용차,중형,보행자,보행자,946279,1948301,126.8919678,37.53245831
2015,2015-12-15 13:10,주간,화,1,1,0,0,0,충남,천안시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,보행자,보행자,967858,1864602,127.1397973,36.77899953
2015,2015-12-15 13:00,주간,화,1,2,0,1,0,경북,문경시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,터널안,화물차,대형,화물차,대형,1056549,1851886,128.1327695,36.66323109
2015,2015-12-15 13:50,주간,화,1,2,0,1,0,인천,부평구,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,화물차,대형,934078,1941252,126.7545145,37.46813466
2015,2015-12-15 14:54,주간,화,2,2,0,0,0,서울,성북구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,961397,1957253,127.0626013,37.61390231
2015,2015-12-15 16:25,주간,화,1,1,0,0,0,경남,남해군,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,원동기장치자전거,원동기장치자전거,건설기계,건설기계,1040873,1646006,127.9468712,34.80780794
2015,2015-12-15 18:00,야간,화,1,1,0,0,0,경기,동두천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,958775,1989919,127.0310379,37.90820598
2015,2015-12-16 7:25,주간,수,1,1,0,0,0,제주,제주시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,중형,화물차,중형,888972.7,1495582,126.3054569,33.44624124
2015,2015-12-16 9:25,주간,수,1,1,0,0,0,충북,청주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로내,화물차,소형,보행자,보행자,998533,1852230,127.4835835,36.66801201
2015,2015-12-16 12:50,주간,수,1,1,0,0,0,전북,정읍시,차대차,측면충돌,측면충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,승용차,중형,승용차,소형,953835,1734852,126.9902903,35.60868627
2015,2015-12-16 15:15,주간,수,1,2,0,1,0,전남,화순군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,화물차,소형,건설기계,건설기계,955858,1670448,127.0160975,35.02807089
2015,2015-12-16 16:00,주간,수,1,1,0,0,0,경기,안산시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,보행자,보행자,943879,1921024,126.8668778,37.28646086
2015,2015-12-16 17:45,주간,수,1,3,2,0,0,강원,홍천군,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,화물차,소형,1034254,1966172,127.8885413,37.6944636
2015,2015-12-16 18:23,야간,수,1,1,0,0,0,충남,논산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,보행자,보행자,964343,1794457,127.1036386,36.14651467
2015,2015-12-16 18:40,야간,수,1,1,0,0,0,경남,함안군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,1085489,1705790,128.4407896,35.34405899
2015,2015-12-16 18:25,야간,수,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,기타/불명,기타/불명,화물차,소형,보행자,보행자,884206,1484347,126.2556272,33.34442313
2015,2015-12-16 22:35,야간,수,1,1,0,0,0,전남,여수시,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,경형,화물차,대형,1012216,1640700,127.6334841,34.76070702
2015,2015-12-17 0:40,야간,목,1,1,0,0,0,충남,아산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,954513,1865591,126.9901906,36.78736796
